volume,close,returns,vix_close,credit_spreads_high_yield_spread,growth_nonfarm_payrolls,growth_unemployment_rate,growth_manufacturing_capacity_util,growth_industrial_production,growth_retail_sales,growth_gdp,growth_consumer_sentiment,inflation_cpi,inflation_breakeven_5y,liquidity_m2_money_supply,liquidity_ted_spread,market_dxy,market_tips_10y,market_gdp_nowcast,market_wti_crude,yield_curve_treasury_2y,yield_curve_treasury_10y,yield_curve_yield_spread_10y_2y,yield_curve_fed_funds_rate,lagged_vol,target_vol,abs_return
75086,8.755,-0.03424415431707279,27.75,4.51,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,3.13,21651.5,0.09,119.9981,0.39,-1.2002,120.73,3.06,3.15,0.09,1.21,0.07366300505097714,0.06670750825488933,0.03424415431707279
80919,8.695,0.0051888268624584255,34.02000045776367,4.87,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,3.11,21651.5,0.09,121.1523,0.69,-1.2002,120.92,3.4,3.43,0.03,1.21,0.06670750825488933,0.0948305028600337,0.0051888268624584255
179012,7.254,-0.1811951069455358,32.689998626708984,4.9,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.88,21651.5,0.09,121.6669,0.89,-1.2002,118.92,3.45,3.49,0.04,1.21,0.0948305028600337,0.09146011605953881,0.1811951069455358
80157,7.581,0.044092076213456385,29.6200008392334,4.82,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,3.0,21651.5,0.09,121.6403,0.63,-1.2002,115.32,3.2,3.33,0.13,1.21,0.09146011605953881,0.08272914524874583,0.044092076213456385
89025,7.437,-0.019177575353003715,32.95000076293945,5.17,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.87,21651.5,0.09,120.6714,0.66,-1.2002,117.56,3.14,3.28,0.14,1.21,0.08272914524874583,0.0765932557733487,0.019177575353003715
65617,7.005,-0.05984336193219286,31.1299991607666,5.15,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.8,21651.5,0.09,121.2369,0.67,-1.2002,109.56,3.17,3.25,0.08,1.21,0.0765932557733487,0.0715344798276451,0.05984336193219286
53531,6.826,0.016841881319610258,30.190000534057617,5.05,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.84,21651.5,0.09,120.6427,0.7,-1.2002,110.49,3.21,3.31,0.1,1.21,0.0715344798276451,0.06470981783671143,0.016841881319610258
49417,6.71,-0.017139899500924802,28.950000762939453,5.32,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.74,21651.5,0.09,120.5197,0.62,-1.2002,106.22,3.06,3.16,0.1,1.21,0.06470981783671143,0.06290501763141378,0.017139899500924802
41306,6.223,-0.07534684539650961,29.049999237060547,5.38,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.69,21651.5,0.09,120.7622,0.59,-1.2002,105.75,3.01,3.09,0.08,1.21,0.06290501763141378,0.05753097061192901,0.07534684539650961
10457,6.173,-0.008067162175321945,27.229999542236328,5.18,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.82,21651.5,0.09,120.4853,0.57,-1.2002,109.07,3.04,3.13,0.09,1.21,0.05753097061192901,0.05832634974620325,0.008067162175321945
59636,6.461,0.03962320863064106,26.950000762939453,5.11,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.79,21651.5,0.09,120.1736,0.65,-1.2002,111.44,3.08,3.2,0.12,1.21,0.05832634974620325,0.05603271783013961,0.03962320863064106
67984,6.678,0.03303443694543426,28.360000610351562,5.26,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.73,21651.5,0.09,120.62,0.72,-1.2002,113.66,3.1,3.2,0.1,1.21,0.05603271783013961,0.052052379519635386,0.03303443694543426
50975,6.454,-0.03411844789169273,28.15999984741211,5.62,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.59,21651.5,0.09,120.9616,0.74,-1.2002,111.65,3.06,3.1,0.04,1.21,0.052052379519635386,0.06789383604457876,0.03411844789169273
131501,5.664,-0.13056973723835152,28.709999084472656,5.87,152358.0,3.6,77.515,101.018,666113.0,25861.292,50.0,294.957,2.58,21651.5,0.09,120.9652,0.65,-1.2002,107.76,2.92,2.98,0.06,1.21,0.06789383604457876,0.062203791290017206,0.13056973723835152
72736,5.62,-0.007798692485818872,26.700000762939453,5.92,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.6,21652.9,0.09,121.5058,0.54,3.0885,110.3,2.84,2.88,0.04,1.68,0.062203791290017206,0.05637094915102204,0.007798692485818872
62394,5.645,-0.0361841527074586,27.540000915527344,5.99,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.51,21652.9,0.09,122.6203,0.52,3.0885,101.55,2.82,2.82,0.0,1.68,0.05637094915102204,0.051116092141757045,0.0361841527074586
51788,5.531,-0.0204015665890843,26.729999542236328,5.8,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.48,21652.9,0.09,123.0073,0.64,3.0885,100.31,2.97,2.93,-0.04,1.68,0.051116092141757045,0.07354895629304027,0.0204015665890843
92498,6.193,0.11305099094338295,26.079999923706055,5.5,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.53,21652.9,0.09,122.7257,0.68,3.0885,104.62,3.03,3.01,-0.02,1.68,0.07354895629304027,0.06695120105866276,0.11305099094338295
56535,6.067,-0.02055537299576302,24.639999389648438,5.36,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.62,21652.9,0.09,122.4662,0.72,3.0885,106.78,3.12,3.09,-0.03,1.68,0.06695120105866276,0.061991482756898995,0.02055537299576302
56130,6.531,0.02716082224605047,26.170000076293945,5.44,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.56,21652.9,0.09,123.2974,0.67,3.0885,106.09,3.07,2.99,-0.08,1.68,0.061991482756898995,0.05901810128996226,0.02716082224605047
85721,6.245,-0.04477892734297903,27.290000915527344,5.43,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.5,21652.9,0.09,123.4524,0.64,3.0885,97.69,3.03,2.96,-0.07,1.68,0.05901810128996226,0.059401497057236546,0.04477892734297903
74096,6.607,0.05634854947020761,26.81999969482422,5.47,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.51,21652.9,0.09,123.2834,0.6,3.0885,98.44,3.13,2.91,-0.22,1.68,0.059401497057236546,0.05404115212655811,0.05634854947020761
71452,6.728,0.01814822962289831,26.399999618530273,5.53,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.54,21652.9,0.09,124.0622,0.62,3.0885,97.79,3.15,2.96,-0.19,1.68,0.05404115212655811,0.0528502695374874,0.01814822962289831
76277,7.115,0.055927308871168785,24.229999542236328,5.39,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.59,21652.9,0.09,123.4765,0.57,3.0885,99.59,3.13,2.93,-0.2,1.68,0.0528502695374874,0.04844710459760293,0.055927308871168785
57946,7.42,0.03483143829652695,25.299999237060547,5.25,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.63,21652.9,0.09,122.7727,0.59,3.0885,104.48,3.15,2.96,-0.19,1.68,0.04844710459760293,0.04584461479114517,0.03483143829652695
64640,7.316,-0.014115326650669863,24.5,5.1,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.67,21652.9,0.09,122.4819,0.62,3.0885,106.12,3.23,3.01,-0.22,1.68,0.04584461479114517,0.048942206838568786,0.014115326650669863
79985,7.901,0.07692560321197706,23.8799991607666,4.9,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.67,21652.9,0.09,122.5997,0.66,3.0885,104.45,3.25,3.04,-0.21,1.68,0.048942206838568786,0.04591300588752938,0.07692560321197706
60958,7.859,-0.005329961856558382,23.110000610351562,4.99,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.55,21652.9,0.09,122.9032,0.58,3.0885,98.44,3.1,2.91,-0.19,1.68,0.04591300588752938,0.04403761419354495,0.005329961856558382
26741,8.305,0.05519837118122036,23.030000686645508,4.96,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.56,21652.9,0.09,122.451,0.43,3.0885,97.71,2.98,2.77,-0.21,1.68,0.04403761419354495,0.04009998836329218,0.05519837118122036
48055,8.623,0.01436688847391652,23.360000610351562,4.95,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.58,21652.9,0.09,122.4594,0.45,3.0885,99.83,3.0,2.81,-0.19,1.68,0.04009998836329218,0.03631284994279102,0.01436688847391652
90620,8.792,0.01940916513113289,24.690000534057617,5.06,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.56,21652.9,0.09,122.7581,0.45,3.0885,97.74,3.02,2.81,-0.21,1.68,0.03631284994279102,0.03650231680542383,0.01940916513113289
68515,8.65,-0.016282896157532242,23.239999771118164,5.07,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.61,21652.9,0.09,122.8169,0.36,3.0885,100.03,2.96,2.78,-0.18,1.68,0.03650231680542383,0.04280206072362516,0.016282896157532242
61445,8.218,-0.05123245048257003,22.329999923706055,4.98,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.67,21652.9,0.09,122.1161,0.2,3.0885,99.11,2.85,2.68,-0.17,1.68,0.04280206072362516,0.03876223755871625,0.05123245048257003
49794,8.286,0.008240473193992,21.329999923706055,4.77,153072.0,3.5,77.5659,101.223,659550.0,26336.304,51.5,294.913,2.73,21652.9,0.09,121.7678,0.14,3.0885,101.31,2.89,2.67,-0.22,1.68,0.03876223755871625,0.03667882395460158,0.008240473193992
66142,8.178,0.03092069765218882,22.84000015258789,4.8,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.72,21638.4,0.09,121.4109,0.09,3.0885,96.59,2.9,2.6,-0.3,2.33,0.03667882395460158,0.044369619840975066,0.03092069765218882
70069,7.677,-0.06321877609668924,23.93000030517578,4.61,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.69,21638.4,0.09,121.9486,0.27,3.0885,97.14,3.06,2.75,-0.31,2.33,0.044369619840975066,0.05047907596248331,0.06321877609668924
93214,8.245,0.0713781101658008,21.950000762939453,4.54,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.72,21638.4,0.09,122.3888,0.23,3.0885,93.25,3.1,2.73,-0.37,2.33,0.05047907596248331,0.04663367066898609,0.0713781101658008
72154,8.134,-0.013554148526529274,21.440000534057617,4.55,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.64,21638.4,0.09,121.8333,0.22,3.0885,91.29,3.03,2.68,-0.35,2.33,0.04663367066898609,0.04307865570920731,0.013554148526529274
43167,8.005,-0.015986461036354708,21.149999618530273,4.44,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.64,21638.4,0.09,122.321,0.37,3.0885,91.77,3.24,2.83,-0.41,2.33,0.04307865570920731,0.04107020979240501,0.015986461036354708
47027,7.637,-0.03030730384370528,21.290000915527344,4.41,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.65,21638.4,0.09,121.8783,0.29,3.0885,93.52,3.21,2.77,-0.44,2.33,0.04107020979240501,0.03933846093926704,0.03030730384370528
41051,7.851,0.02763605630987147,21.770000457763672,4.46,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.66,21638.4,0.09,121.8614,0.33,3.0885,93.18,3.28,2.8,-0.48,2.33,0.03933846093926704,0.039536012406382985,0.02763605630987147
58166,8.204,0.04398092799401573,19.739999771118164,4.33,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.61,21638.4,0.09,120.7543,0.35,3.0885,94.68,3.23,2.78,-0.45,2.33,0.039536012406382985,0.04090132412874481,0.04398092799401573
72011,8.695,0.05812630759611217,20.200000762939453,4.21,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.67,21638.4,0.09,120.7163,0.4,3.0885,97.02,3.23,2.87,-0.36,2.33,0.04090132412874481,0.03715582744610664,0.05812630759611217
41023,8.78,0.009728259840778805,19.530000686645508,4.25,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.67,21638.4,0.09,121.018,0.37,3.0885,94.86,3.25,2.84,-0.41,2.33,0.03715582744610664,0.0336181969299717,0.009728259840778805
51484,8.842,0.018606780741943652,19.950000762939453,4.24,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.62,21638.4,0.09,121.4315,0.35,3.0885,92.24,3.2,2.79,-0.41,2.33,0.0336181969299717,0.03455339718746664,0.018606780741943652
64794,9.364,0.057359454224612874,19.690000534057617,4.25,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.61,21638.4,0.09,121.6807,0.38,3.0885,89.23,3.25,2.82,-0.43,2.33,0.03455339718746664,0.036182141458363654,0.057359454224612874
55595,9.174,-0.020499153453684194,19.899999618530273,4.33,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.65,21638.4,0.09,122.0711,0.43,3.0885,90.85,3.28,2.89,-0.39,2.33,0.036182141458363654,0.032995650398251995,0.020499153453684194
70647,9.228,0.005868944136526966,19.559999465942383,4.37,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.7,21638.4,0.09,122.3627,0.36,3.0885,93.2,3.22,2.88,-0.34,2.33,0.032995650398251995,0.030054101650947226,0.005868944136526966
40413,9.28,0.005619206486601915,20.600000381469727,4.45,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.72,21638.4,0.09,123.0501,0.43,3.0885,93.55,3.25,2.98,-0.27,2.33,0.030054101650947226,0.034801074045693825,0.005619206486601915
49586,9.839,0.06617281314439863,23.799999237060547,4.62,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.74,21638.4,0.09,123.605,0.46,3.0885,93.42,3.32,3.03,-0.29,2.33,0.034801074045693825,0.046628163055154666,0.06617281314439863
72057,9.246,-0.06216305431759466,24.110000610351562,4.68,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.77,21638.4,0.09,123.0547,0.47,3.0885,96.46,3.29,3.05,-0.24,2.33,0.046628163055154666,0.04226003925757987,0.06216305431759466
22765,9.251,0.0005406282231476541,22.81999969482422,4.61,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.79,21638.4,0.09,123.109,0.49,3.0885,95.52,3.36,3.11,-0.25,2.33,0.04226003925757987,0.03846928975990831,0.0005406282231476541
10216,9.405,0.01650980896381207,21.780000686645508,4.6,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.77,21638.4,0.09,123.0586,0.43,3.0885,93.33,3.35,3.03,-0.32,2.33,0.03846928975990831,0.035600365415610374,0.01650980896381207
47661,9.305,-0.010689572658779598,25.559999465942383,4.65,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.73,21638.4,0.09,123.0656,0.47,3.0885,93.63,3.37,3.04,-0.33,2.33,0.035600365415610374,0.034312171228588484,0.010689572658779598
53653,9.279,-0.02469524112920614,26.209999084472656,4.78,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.71,21638.4,0.09,123.4686,0.54,3.0885,97.4,3.42,3.12,-0.3,2.33,0.034312171228588484,0.031926069595993645,0.02469524112920614
50827,9.102,-0.019259612776591998,26.209999084472656,4.9,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.67,21638.4,0.09,123.6848,0.56,3.0885,92.08,3.46,3.11,-0.35,2.33,0.031926069595993645,0.029370206495095374,0.019259612776591998
59090,9.184,0.008968669982760316,25.8700008392334,5.03,153362.0,3.6,77.5335,101.0963,663566.0,26336.304,58.2,295.097,2.58,21638.4,0.09,123.535,0.67,3.0885,90.09,3.45,3.15,-0.3,2.33,0.029370206495095374,0.026573145188031697,0.008968669982760316
63100,9.181,-0.00032670841564765983,25.559999465942383,5.08,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.52,21536.7,0.09,124.4006,0.81,3.0885,87.09,3.51,3.26,-0.25,2.56,0.026573145188031697,0.026830555253500032,0.00032670841564765983
72041,8.902,-0.030860160567900412,25.469999313354492,5.06,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.55,21536.7,0.09,123.7743,0.73,3.0885,87.29,3.4,3.2,-0.2,2.56,0.026830555253500032,0.03853817332798993,0.030860160567900412
74054,8.04,-0.08050184450437556,26.90999984741211,4.98,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.56,21536.7,0.09,124.767,0.85,3.0885,87.35,3.5,3.33,-0.17,2.56,0.03853817332798993,0.03486012815026434,0.08050184450437556
83528,7.884,-0.01959369390040104,24.639999389648438,4.97,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.51,21536.7,0.09,124.8408,0.82,3.0885,82.5,3.45,3.27,-0.18,2.56,0.03486012815026434,0.03362509019342887,0.01959369390040104
50907,7.952,0.008588080063799087,23.610000610351562,4.8,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.46,21536.7,0.09,124.578,0.88,3.0885,84.04,3.48,3.29,-0.19,2.56,0.03362509019342887,0.03215569903434686,0.008588080063799087
45798,8.038,0.010756826672736402,22.790000915527344,4.57,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.51,21536.7,0.09,123.7874,0.91,3.0885,87.27,3.56,3.33,-0.23,2.56,0.03215569903434686,0.03477959624773726,0.010756826672736402
47723,8.418,0.036658069381824254,23.8700008392334,4.5,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.52,21536.7,0.09,123.3332,0.95,3.0885,88.18,3.58,3.37,-0.21,2.56,0.03477959624773726,0.03147358046560094,0.036658069381824254
56118,8.384,-0.004047142769692413,27.270000457763672,4.68,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.56,21536.7,0.09,124.4242,0.98,3.0885,87.84,3.75,3.42,-0.33,2.56,0.03147358046560094,0.04469530019204044,0.004047142769692413
78585,9.106,0.08260840933390388,26.15999984741211,4.74,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.62,21536.7,0.09,124.4509,0.95,3.0885,88.88,3.78,3.41,-0.37,2.56,0.04469530019204044,0.06070450485274457,0.08260840933390388
77914,8.255,-0.09811445954049894,26.270000457763672,4.77,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.57,21536.7,0.09,124.8843,1.02,3.0885,85.72,3.87,3.45,-0.42,2.56,0.06070450485274457,0.058210903387137025,0.09811445954049894
55710,7.817,-0.05451822813389809,26.299999237060547,5.0,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.49,21536.7,0.09,124.8794,1.07,3.0885,85.57,3.85,3.45,-0.4,2.56,0.058210903387137025,0.056484393372135226,0.05451822813389809
48907,7.895,0.034666186272233314,25.760000228881836,4.88,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.44,21536.7,0.09,125.0104,1.15,3.0885,86.15,3.95,3.49,-0.46,2.56,0.056484393372135226,0.05132657459150077,0.034666186272233314
39609,7.75,-0.01853680434234968,27.15999984741211,4.88,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.48,21536.7,0.09,125.1248,1.17,3.0885,84.69,3.96,3.57,-0.39,2.56,0.05132657459150077,0.046513654377709344,0.01853680434234968
50867,7.737,-0.001678827797938172,27.989999771118164,4.87,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.47,21536.7,0.09,125.7399,1.13,3.0885,83.38,4.02,3.51,-0.51,2.56,0.046513654377709344,0.04916951463377148,0.001678827797938172
63436,7.214,-0.06999043308597012,27.350000381469727,4.91,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.45,21536.7,0.09,126.1667,1.29,3.0885,84.02,4.11,3.7,-0.41,2.56,0.04916951463377148,0.04661138064356887,0.06999043308597012
33544,6.841,-0.053089662702486266,29.920000076293945,5.12,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.38,21536.7,0.09,127.2853,1.32,3.0885,79.07,4.2,3.69,-0.51,2.56,0.04661138064356887,0.047676312855337195,0.053089662702486266
48939,7.067,0.029728619970923405,32.2599983215332,5.18,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.33,21536.7,0.09,128.4539,1.56,3.0885,77.17,4.27,3.88,-0.39,2.56,0.047676312855337195,0.043487700482750316,0.029728619970923405
79749,6.866,-0.028854366673217082,32.599998474121094,5.22,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.35,21536.7,0.09,128.4386,1.64,3.0885,78.91,4.3,3.97,-0.33,2.56,0.043487700482750316,0.041584790598103515,0.028854366673217082
58164,6.974,0.01560725321795922,30.18000030517578,5.47,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.37,21536.7,0.09,128.0884,1.39,3.0885,82.61,4.07,3.72,-0.35,2.56,0.041584790598103515,0.037653838386353514,0.01560725321795922
58628,6.865,-0.015752909033525067,31.84000015258789,5.5,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.18,21536.7,0.09,127.5437,1.57,3.0885,81.78,4.16,3.76,-0.4,2.56,0.037653838386353514,0.03416498818099889,0.015752909033525067
57986,6.826,-0.0056971887354192105,31.6200008392334,5.43,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.14,21536.7,0.09,127.5148,1.68,3.0885,79.91,4.22,3.83,-0.39,2.56,0.03416498818099889,0.03243294752678591,0.0056971887354192105
66574,6.51,-0.03531376447907643,30.100000381469727,5.43,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.26,21536.7,0.09,127.0813,1.43,3.0885,84.05,4.12,3.67,-0.45,2.56,0.03243294752678591,0.038568862965192505,0.03531376447907643
77182,6.817,0.046080036160170486,29.06999969482422,5.12,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.28,21536.7,0.09,126.1819,1.38,3.0885,86.87,4.1,3.62,-0.48,2.56,0.038568862965192505,0.03644487013133767,0.046080036160170486
54147,6.966,0.021621679563161134,28.549999237060547,5.09,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.26,21536.7,0.09,126.8616,1.54,3.0885,88.22,4.15,3.76,-0.39,2.56,0.03644487013133767,0.03362696108025538,0.021621679563161134
65573,6.856,-0.015916990648330867,30.520000457763672,4.95,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.29,21536.7,0.09,127.2493,1.61,3.0885,88.9,4.23,3.83,-0.4,2.56,0.03362696108025538,0.03345784910006979,0.015916990648330867
60402,6.608,-0.03684314507680181,31.360000610351562,5.02,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.36,21536.7,0.09,127.3111,1.62,3.0885,93.07,4.3,3.89,-0.41,2.56,0.03345784910006979,0.030522301200956174,0.03684314507680181
58657,6.571,-0.01854557487340409,32.45000076293945,5.03,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.36,21536.7,0.09,127.3111,1.62,3.0885,91.6,4.3,3.89,-0.41,2.56,0.030522301200956174,0.02832549983002388,0.01854557487340409
52990,6.604,0.005009498142150735,33.630001068115234,5.25,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.36,21536.7,0.09,127.6641,1.62,3.0885,89.75,4.3,3.93,-0.37,2.56,0.02832549983002388,0.026793186389470876,0.005009498142150735
59370,6.428,-0.027012078182615418,33.56999969482422,5.31,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.32,21536.7,0.09,128.1481,1.62,3.0885,87.83,4.28,3.91,-0.37,2.56,0.026793186389470876,0.03250521727305097,0.027012078182615418
63831,6.704,0.04204091530451584,31.940000534057617,5.25,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.38,21536.7,0.09,127.7286,1.63,3.0885,89.59,4.47,3.97,-0.5,2.56,0.03250521727305097,0.03232664653515686,0.04204091530451584
53461,6.476,-0.03460132736439323,32.02000045776367,5.15,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.44,21536.7,0.09,128.3325,1.59,3.0885,86.1,4.48,4.0,-0.48,2.56,0.03232664653515686,0.03446646933300068,0.03460132736439323
74890,5.962,-0.05244157816493033,31.3700008392334,5.04,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.48,21536.7,0.09,127.6448,1.57,3.0885,86.0,4.45,4.02,-0.43,2.56,0.03446646933300068,0.03241998591464477,0.05244157816493033
66015,5.742,-0.03759841355700743,30.5,4.95,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.42,21536.7,0.09,127.9153,1.6,3.0885,83.29,4.43,4.01,-0.42,2.56,0.03241998591464477,0.031184547705523983,0.03759841355700743
65613,5.485,-0.04579048797167858,30.760000228881836,4.97,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.46,21536.7,0.09,128.3968,1.72,3.0885,86.0,4.55,4.14,-0.41,2.56,0.031184547705523983,0.02822631622137737,0.04579048797167858
60210,5.339,-0.026978724209144406,29.979999542236328,4.89,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.65,21536.7,0.09,128.0052,1.73,3.0885,86.02,4.62,4.24,-0.38,2.56,0.02822631622137737,0.03078284017747619,0.026978724209144406
56045,4.992,-0.06720173845092277,29.690000534057617,4.99,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.69,21536.7,0.09,127.6735,1.69,3.0885,85.47,4.49,4.21,-0.28,2.56,0.03078284017747619,0.04724028436928022,0.06720173845092277
27598,5.216,0.0612718787880544,29.850000381469727,4.91,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.72,21536.7,0.09,128.0304,1.66,3.0885,86.12,4.5,4.25,-0.25,2.56,0.04724028436928022,0.0604910608768654,0.0612718787880544
15054,5.706,0.08978742816695641,28.459999084472656,4.88,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.62,21536.7,0.09,127.3771,1.59,3.0885,86.93,4.42,4.1,-0.32,2.56,0.0604910608768654,0.06232961159291071,0.08978742816695641
76817,6.163,0.07704541918879786,27.280000686645508,4.8,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.56,21536.7,0.09,126.4723,1.6,3.0885,89.39,4.39,4.04,-0.35,2.56,0.06232961159291071,0.062472267068677687,0.07704541918879786
80601,5.867,-0.049220242036383303,27.389999389648438,4.76,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.57,21536.7,0.09,126.7028,1.51,3.0885,89.06,4.3,3.96,-0.34,2.56,0.062472267068677687,0.05690130198344317,0.049220242036383303
57836,5.8,-0.01148551239134921,25.75,4.54,153582.0,3.5,77.5079,101.2918,661854.0,26336.304,58.6,296.349,2.62,21536.7,0.09,127.2135,1.51,3.0885,87.85,4.41,4.02,-0.39,2.56,0.05690130198344317,0.05351778023000439,0.01148551239134921
